105601	1st 2015 Chevrolet Corvette Z06 to be auctioned to benefit Detroit-based cancer  ...	http://www.greenfieldreporter.com/view/story/08303e68ed2f4bb48befea877a6783b3/MI--Car-Auction-Cancer-Center	Greenfield Daily Reporter	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.greenfieldreporter.com	1397347957454
105602	2015 Chevy Corvette Z06 Convertible – Show Stopper [New York]	http://www.tflcar.com/2014/04/2015-chevy-corvette-z06-convertible-show-stopper-new-york/	TFLcar.com	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.tflcar.com	1397347957622
105603	Chevrolet Corvette Z06 Convertible Heading for New York Auto Show	http://www.autoevolution.com/news/chevrolet-corvette-z06-convertible-heading-for-new-york-auto-show-79918.html	autoevolution	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.autoevolution.com	1397347957876
105604	Chevrolet Corvette Z06 Convertible revealed ahead of New York Auto Show debut	http://www.carsuk.net/chevrolet-corvette-z06-convertible-revealed-ahead-new-york-auto-show-debut/	Cars UK	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.carsuk.net	1397347958104
105605	Chevrolet Unveils All-New 2015 Corvette Z06 Convertible Ahead Of Its New  ...	http://www.hngn.com/articles/28706/20140412/chevrolet-unveils-new-2015-corvette-z06-convertible-ahead-york-debut.htm	Headlines \& Global News	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.hngn.com	1397347958264
105606	Chevy Corvette Z06 to be auctioned to benefit Karmanos center	http://www.freep.com/article/20140412/BUSINESS0101/304120041/Chevrolet-Corvette-Z06-to-be-auctioned-to-benefit-Karmanos-institute-s-infusion-center	Detroit Free Press	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.freep.com	1397347958445
105607	Drop-top Supercar: 2015 Corvette Z06 Convertible	http://paddocktalk.com/news/html/story-248011.html	PaddockTalk	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	paddocktalk.com	1397347958799
105608	NEW YORK AUTO SHOW: Chevrolet Drops The Top On The 625 HP 2015  ...	http://www.autospies.com/news/NEW-YORK-AUTO-SHOW-Chevrolet-Drops-The-Top-On-The-625-HP-2015-Corvette-Z06-Convertible-80949/	AutoSpies.com	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.autospies.com	1397347959070
105609	Convertible Chevrolet Corvette Z06 ready for New York debut	http://www.autocar.co.uk/car-news/new-york-motor-show/convertible-chevrolet-corvette-z06-ready-new-york-debut	Autocar	t	d5GcMybXS5Nu5JMqgEkLikl0Sp2oM	www.autocar.co.uk	1397347959303
105610	2014 Circuit of America: MotoGP Qualifying Results - Marquez on pole	http://paddocktalk.com/news/html/story-248110.html	PaddockTalk	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	paddocktalk.com	1397348044069
105611	Austin MotoGP: Rossi: Sunday might be a good day for us	http://www.crash.net/motogp/news/202131/1/rossi-sunday-might-be-a-good-day-for-us.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348044259
105612	Marquez takes pole in Texas	http://www.nst.com.my/latest/marquez-takes-pole-in-texas-1.564464	New Straits Times	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.nst.com.my	1397348044452
105613	UPDATE 1-Motorcycling-Marquez grabs pole for Grand Prix of the Americas	https://ca.sports.yahoo.com/news/motorcycling-marquez-grabs-pole-grand-prix-americas-202940681--spt.html	Yahoo Canada Sports	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	ca.sports.yahoo.com	1397348044673
105614	2014 Austin MotoGP Qualifying | Marquez Secures Pole with Record Lap	http://ultimatemotorcycling.com/2014-austin-motogp-qualifying-marquez-secures-pole-record-lap/	Ultimate MotorCycling \| News and Reviews	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	ultimatemotorcycling.com	1397348044891
105615	MOTORCYCLE RACING: Marquez grabs pole at Austin GP	http://www.gosanangelo.com/news/2014/apr/12/6280lt-ap-mot--austin-gp-1st-ld-grabs-pole-at-gp/	San Angelo Standard Times	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.gosanangelo.com	1397348045073
105616	Marquez takes MotoGP pole in Texas	http://www.smh.com.au/sport/motorsport/marquez-takes-motogp-pole-in-texas-20140413-zqu40.html	Sydney Morning Herald	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.smh.com.au	1397348045328
105617	Marquez grabs pole at Austin GP	http://www.krgv.com/news/marquez-grabs-pole-at-austin-gp-686280	KRGV	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.krgv.com	1397348045553
105618	Austin MotoGP: Opening laps critical, says pole-sitter Marquez	http://www.crash.net/motogp/news/202133/1/opening-laps-critical-says-record-polesitter-marquez.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348045788
105619	Austin MotoGP: Lorenzo fighting for 'third or fourth'	http://www.crash.net/motogp/news/202135/1/lorenzo-fighting-for-third-or-fourth.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348045998
105620	Bradl back on front row again	http://www.motogp.com/en/news/2014/LCR+Honda+Austin+QP+Review	motogp.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motogp.com	1397348046225
105621	Second row starts for Lorenzo and Rossi	http://www.motogp.com/en/news/2014/Movistar+Yamaha+MotoGP+QP+Review	motogp.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motogp.com	1397348046418
105622	Marquez continues domination in Austin	http://www.motogp.com/en/news/2014/Repsol+Honda+Austin+QP+Review	motogp.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motogp.com	1397348046603
105623	Marc Marquez captures pole for MotoGP race at COTA	http://blog.mysanantonio.com/motorsports/2014/04/marc-marquez-captures-pole-for-motogp-race-at-cota/	mySanAntonio.com \(blog\)	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	blog.mysanantonio.com	1397348046779
105624	Marquez on pole for second race of the year	http://www.motogp.com/en/news/2014/Austin+MotoGP+Marquez+Q2	motogp.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motogp.com	1397348047031
105625	MotoGP: Jorge Lorenzo Says Victory Is Out Of The Question	http://www.cyclenews.com/663/24245/Racing-Article/MotoGP--Jorge-Lorenzo-Says-Victory-Is-Out-Of-The-Question.aspx	Cycle News	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cyclenews.com	1397348047263
105626	MotoGP: The Gap Closes To Marc Marquez	http://www.cyclenews.com/663/24241/Racing-Article/MotoGP--The-Gap-Closes-To-Marc-Marquez.aspx	Cycle News	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cyclenews.com	1397348047477
105627	Marquez sizzles in MotoGP qualifying in Texas	http://www.kspr.com/sports/Marquez-sizzles-in-MotoGP-qualifying-in-Texas/21051914_25451208	KSPR	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.kspr.com	1397348047669
105628	Marc Marquez on pole again in Texas	http://www.sportal.com.au/motorsport/news/Marc%20Marquez%20on%20pole%20again%20in%20Texas/scphlddzk3ayzrwmjfvuwl2i	Sportal.com.au	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.sportal.com.au	1397348047871
105629	Marc Marquez sizzles in qualifying for MotoGP's Grand Prix of Americas	http://edition.cnn.com/2014/04/12/sport/motorsport/motogp-qualifying-americas/	CNN	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	edition.cnn.com	1397348048028
105630	MotoGP: Jorge Lorenzo Hoping For Improvement	http://www.cyclenews.com/663/24240/Racing-Article/MotoGP--Jorge-Lorenzo-Hoping-For-Improvement.aspx	Cycle News	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cyclenews.com	1397348048299
105631	Austin MotoGP: Buoyant Pedrosa focused on COTA triumph	http://www.crash.net/motogp/news/202134/1/buoyant-pedrosa-focused-on-cota-triumph.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348048492
105632	Moto GP: World champion Marc Marquez takes pole position for Grand Prix of  ...	http://www1.skysports.com/motor-racing/news/12040/9263467/moto-gp-world-champion-marc-marquez-takes-pole-position-for-grand-prix-of-the-americas	SkySports	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www1.skysports.com	1397348048694
105633	Marquez sets new pole record in Austin	http://www.supersport.com/motorsport/article.aspx\?Id=2400144	SuperSport	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.supersport.com	1397348048904
105634	MotoGP: Round #2 Movistar Yamaha FP Report – Circuit of The Americas	http://www.cycleworld.com/2014/04/12/motogp-racing-news-round-2-circuit-of-the-americas-movistar-yamaha-fp-report/	Cycleworld	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.cycleworld.com	1397348049097
105635	Austin readies for MotoGP	http://www.usatoday.com/story/sports/motorsports/2014/04/12/motogp-austin-marc-marquez/7641961/	USA TODAY	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.usatoday.com	1397348049287
105636	Marquez stuns with new pole position record in Austin qualifying	http://www.motorsport.com/motogp/news/marquez-stuns-with-new-pole-position-record-in-austin-qualifying/	Motorsport.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motorsport.com	1397348049472
105637	Marc Marquez takes Austin pole in record time	http://www1.skysports.com/motor-racing/news/12040/9263399/marc-marquez-takes-austin-pole-in-record-time	SkySports	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www1.skysports.com	1397348049640
105638	Austin MotoGP, COTA - Qualifying (1) Results	http://www.crash.net/motogp/results/202125/1/austin-motogp-cota-qualifying-1-results.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348049842
105639	Motorcycling-Marquez grabs pole for Grand Prix of the Americas	http://in.reuters.com/article/2014/04/12/motorcycling-us-pole-idINL3N0N409S20140412	Reuters	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	in.reuters.com	1397348050060
105640	MotoGP CoTA Qualifying Results 2014	http://www.motorcycle-usa.com/926/18257/Motorcycle-Article/MotoGP-CoTA-Qualifying-Results-2014.aspx	MotorcycleUSA.com	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.motorcycle-usa.com	1397348050328
105641	Marquez grabs pole for Americas Grand Prix	http://timesofindia.indiatimes.com/sports/racing/top-stories/Marquez-grabs-pole-for-Americas-Grand-Prix/articleshow/33676841.cms	Times of India	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	timesofindia.indiatimes.com	1397348050514
105642	Marquez grabs pole in Austin	http://www.supersport.com/motorsport/motogp/news/140412/Marquez_grabs_pole_for_Grand_Prix_of_the_Americas	SuperSport	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.supersport.com	1397348050734
105643	Motorcycling - Marquez storms to Austin pole	https://uk.eurosport.yahoo.com/news/motorcycling-marquez-storms-austin-pole-204054836--spt.html	Yahoo Eurosport UK	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	uk.eurosport.yahoo.com	1397348050953
105644	Austin MotoGP: Marquez shatters pole record in Austin	http://www.crash.net/motogp/news/202129/1/marquez-blitzes-pole-record-in-austin.html	crash.net	t	dqIcFMI9GUShzWMq-Q9BHTyUymxuM	www.crash.net	1397348051296
