43501	Men's Smoking Rates Have Declined Sharply in North Texas Since 1996	http://healthcare.dmagazine.com/2014/03/25/mens-smoking-rates-have-declined-sharply-in-north-texas-since-1996/	D Healthcare Daily	m	demzfNnXjsfphwMcOuRxyqZVZqerM	healthcare.dmagazine.com	1395780658513
43502	Small number of counties lead the way in reducing smoking rates in the US	http://www.healthcanal.com/public-health-safety/48997-small-number-of-counties-lead-the-way-in-reducing-smoking-rates-in-the-us.html	HealthCanal.com	m	demzfNnXjsfphwMcOuRxyqZVZqerM	www.healthcanal.com	1395780658891
43503	New Study Finds Smoking Rates Vary Widely by County - Proven Tobacco  ...	http://www.sys-con.com/node/3025279	SYS-CON Media \(press release\)	m	demzfNnXjsfphwMcOuRxyqZVZqerM	www.sys-con.com	1395780659110
43504	Small number of counties leads the way in reducing smoking rates in the US	http://medicalxpress.com/news/2014-03-small-counties.html	Medical Xpress	m	demzfNnXjsfphwMcOuRxyqZVZqerM	medicalxpress.com	1395780659301
43505	The Surprising Places Where People Are Quitting Smoking	http://time.com/32698/the-surprising-places-where-people-are-quitting-smoking/	TIME	m	demzfNnXjsfphwMcOuRxyqZVZqerM	time.com	1395780659494
43506	Ebola outbreak continues	http://www.examiner.com/article/ebola-outbreak-continues	Examiner.com	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.examiner.com	1395780781097
43507	Ebola victims quarantined in Guinea	http://azstarnet.com/ap/international/ebola-victims-quarantined-in-guinea/article_ee9dc772-313b-567b-8e15-e7af7024244e.html	Arizona Daily Star	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	azstarnet.com	1395780781272
43508	Ebola explainer: A deadly killer surfaces again	http://www.theglobeandmail.com/life/health-and-fitness/health/ebola-explainer/article17667421/\?cmpid=rss1	The Globe and Mail	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.theglobeandmail.com	1395780781505
43509	Man isolated for high fever took precautions in Africa	http://ckom.com/story/update-man-isolated-high-fever-took-precautions-africa/292574	News Talk 650 CKOM	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	ckom.com	1395780781716
43510	Teams quarantine victims in Guinea Ebola outbreak	http://www.tuscaloosanews.com/article/20140325/API/303259786	Tuscaloosa Magazine	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.tuscaloosanews.com	1395780781934
43511	Brandon: Bills owner Ralph Wilson has died	http://www.wbay.com/story/25069924/brandon-bills-owner-ralph-wilson-has-died	WBAY	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.wbay.com	1395780782199
43512	West African Nations Scramble To Contain Ebola Threat	http://www.jamestownsun.com/content/west-african-nations-scramble-contain-ebola-threat	Jamestown Sun	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.jamestownsun.com	1395780782462
43513	Facts you must know about deadly Ebola hemorrhagic fever	http://www.utahpeoplespost.com/2014/03/facts-you-must-know-about-deadly-ebola-hemorrhagic-fever/	The Utah People's Post	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.utahpeoplespost.com	1395780782647
43514	Health teams set up quarantine centers in Guinea to contain Ebola outbreak that  ...	http://www.newser.com/article/40da34fff93042e5b295341ab74760f8/health-teams-set-up-quarantine-centers-in-guinea-to-contain-ebola-outbreak-that-has-killed-60.html	Newser	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.newser.com	1395780782838
43515	West Africa on high alert as medics battle the Ebola virus	http://www.dw.de/west-africa-on-high-alert-as-medics-battle-the-ebola-virus/a-17519203	Deutsche Welle	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.dw.de	1395780783050
43516	Deadly Ebola Outbreak: Funeral Rites Blamed	http://www.citytalk.fm/news/uk-and-world/20140325-deadly-ebola-outbreak-funeral-rites-blamed/	City Talk 105.9	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.citytalk.fm	1395780783335
43517	Virologist explains hemorrhagic fever can be very deadly	http://ckom.com/story/virologist-explains-hemorrhagic-fever-can-be-very-deadly/293416	News Talk 650 CKOM	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	ckom.com	1395780783561
43518	West Africa scrambles to contain Ebola threat	http://www.iol.co.za/news/africa/west-africa-scrambles-to-contain-ebola-threat-1.1666241	Independent Online	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.iol.co.za	1395780783745
43519	West African nations scramble to curb deadly Ebola virus outbreak	http://www.globalpost.com/dispatch/news/regions/africa/140325/west-african-nations-scramble-curb-threat-deadly-ebola-virus-out	GlobalPost	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.globalpost.com	1395780783965
43520	Guinea reports one additional Ebola death	http://www.theglobaldispatch.com/guinea-reports-one-additional-ebola-death-90752/	The Global Dispatch	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.theglobaldispatch.com	1395780784208
43521	Houston firefighters battle large apartment fire	http://www.kotanow.com/story/25069550/houston-firefighters-battle-large-apartment-fire	Kota	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.kotanow.com	1395780784635
43522	Ebola ruled out in case of sick Saskatchewan man	http://www.ourwindsor.ca/news-story/4429436-ebola-ruled-out-in-case-of-sick-saskatchewan-man/	OurWindsor.ca	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.ourwindsor.ca	1395780784820
43523	Guinea Ebola Victims Quarantined	http://www.theepochtimes.com/n3/581696-guinea-ebola-victims-quarantined/\?sidebar=todaysheadline	The Epoch Times	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.theepochtimes.com	1395780785030
43524	Ebola Virus Hits Canada: Could This Be The Start Of A Pandemic?	http://www.inquisitr.com/1186382/ebola-virus-hits-canda-could-this-be-the-start-of-a-pandemic/	The Inquisitr	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.inquisitr.com	1395780785290
43525	Saskatoon man tests negative for deadly Ebola virus	http://www.canada.com/health/Saskatoon+tests+negative+deadly+Ebola+virus/9659465/story.html	Canada.com	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.canada.com	1395780785500
43526	Guinea's Ebola battle: containing a killer virus	http://www.globalpost.com/dispatch/news/afp/140325/guineas-ebola-battle-containing-killer-virus	GlobalPost	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.globalpost.com	1395780785701
43527	Patient In Canada Tests Negative For Ebola Virus, But Cases In Africa Continue  ...	http://www.medicaldaily.com/patient-canada-tests-negative-ebola-virus-cases-africa-continue-increase-272526	Medical Daily	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.medicaldaily.com	1395780785936
43528	Man in Canadian hospital with Ebola-like symptoms	http://www.chinapost.com.tw/health/infectious-diseases/2014/03/26/403716/Man-in.htm	China Post	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.chinapost.com.tw	1395780786129
43529	Guinea Ebola Outbreak Thought to Have Spread to Liberia	http://www.theyeshivaworld.com/news/headlines-breaking-stories/223472/guinea-ebola-outbreak-thought-to-have-spread-to-liberia.html	Yeshiva World News	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.theyeshivaworld.com	1395780786362
43530	Ebola quarantine units open in Guinea	http://www.chicagotribune.com/news/sns-wp-blm-news-bc-ebola-quarantine25-20140325,0,3288316.story	Chicago Tribune	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.chicagotribune.com	1395780786566
43531	Canada rules out suspected case of Ebola	http://www.boston.com/news/world/canada/2014/03/25/man-canadian-hospital-with-ebola-like-symptoms/fdIb2xFQDuX4umGgBnkPjJ/story.html	Boston.com	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.boston.com	1395780786892
43532	Scientist who discovered Ebola frustrated by deadly Guinea outbreak	http://www.sabc.co.za/news/a/8d4f950043654c64af9bbf6c62b42e10/Scientist-who-discovered-Ebola-frustrated-by-deadly-Guinea-outbreak	South African Broadcasting Corporation	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.sabc.co.za	1395780787069
43533	WEST AFRICA ON HIGH ALERT | Guinea Ebola outbreak may have spread to  ...	http://www.interaksyon.com/article/83477/west-africa-on-high-alert--guinea-ebola-outbreak-may-have-spread-to-sierra-leone	InterAksyon	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.interaksyon.com	1395780787362
43534	Suicide bombers kill 5 police in northeast Nigeria	http://www.kcautv.com/story/25068843/suicide-bombers-kill-5-police-in-northeast-nigeria	KCAU	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.kcautv.com	1395780787582
43535	Ebola has now spread into Liberia, say Irish aid workers	http://www.thejournal.ie/ebola-outbreak-guinea-liberia-1380815-Mar2014/	thejournal.ie	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.thejournal.ie	1395780787824
43536	Ebola Scientist Frustrated by Deadly Outbreak in Guinea	http://zolmax.com/health/ebola-scientist-frustrated-deadly-outbreak-guinea/235314/	Zolmax	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	zolmax.com	1395780788092
43537	W.African health teams battle to contain Ebola	http://www.globaltimes.cn/content/850800.shtml	Global Times	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.globaltimes.cn	1395780788343
43538	A brief history of Ebola outbreaks	http://www.washingtonpost.com/blogs/worldviews/wp/2014/03/25/a-brief-history-of-ebola-outbreaks/	Washington Post \(blog\)	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.washingtonpost.com	1395780788533
43539	Ebola victims face 90 percent death risk as possible treatments emerge	http://www.chicagotribune.com/news/sns-wp-blm-news-bc-ebola-drugs25-20140325,0,746136.story	Chicago Tribune	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.chicagotribune.com	1395780788960
43540	Ebola Quarantine Units Open in Guinea to Stop Disease Spreading	http://www.businessweek.com/news/2014-03-25/ebola-quarantine-units-open-in-guinea-to-stop-disease-spreading	Businessweek	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.businessweek.com	1395780789172
43541	International Red Cross and Crescent deploy to Guinea	http://www.theglobaldispatch.com/international-red-cross-and-crescent-deploy-to-guinea-77633/	The Global Dispatch	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.theglobaldispatch.com	1395780789408
43542	Canada rules out suspected case of Ebola in sick Saskatchewan man	http://www.dailyjournal.net/view/story/11cac44876024d7e8d1b14411a70b5b8/CN--Canada-Virus/	Daily Journal	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.dailyjournal.net	1395780789593
43543	Ebola Quarantine Units Open to Stop Spread of Disease	http://www.bloomberg.com/news/2014-03-25/ebola-quarantine-units-open-to-stop-spread-of-disease.html	Bloomberg	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.bloomberg.com	1395780789803
43544	What You Need to Know About the Ebola Virus	http://time.com/37123/ebola-outbreak/	TIME	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	time.com	1395780789996
43545	Canadian tests negative for Ebola	http://www.iol.co.za/news/world/canadian-tests-negative-for-ebola-1.1666224	Independent Online	m	dMR0ARYbaXfLq8Mq40SeCPGF7SNBM	www.iol.co.za	1395780790269
